No,区分,施設名,大分類,中分類,小分類,細分類,所在地,経度,緯度
161,レクリエーション施設・保養施設,ホテル南郷,市民利用施設,スポーツ・レクリエーション系施設,レクリエーション施設・保養施設,保養施設,福島県南会津郡南会津町界字猛の入454番-,139.541422,37.267356
162,レクリエーション施設・保養施設,六日町山の家,市民利用施設,スポーツ・レクリエーション系施設,レクリエーション施設・保養施設,保養施設,新潟県南魚沼市大字坂戸831番2,138.888917,37.066843
163,レクリエーション施設・保養施設,新治ファミリーランド,市民利用施設,スポーツ・レクリエーション系施設,レクリエーション施設・保養施設,保養施設,群馬県利根郡みなかみ町相俣159番1,138.896853,36.720104
164,産業振興施設,産業文化センター,市民利用施設,産業系施設,産業振興施設,産業振興施設,中央区下落合５丁目4番3,139.628735,35.883937
165,産業振興施設,産業振興会館,市民利用施設,産業系施設,産業振興施設,産業振興施設,北区日進町２丁目1915番4,139.609055,35.933092
166,産業振興施設,にぎわい交流館いわつき,市民利用施設,産業系施設,産業振興施設,産業振興施設,岩槻区本町６丁目1番2号,139.69909858,35.95104947
167,産業系その他施設,農業者トレーニングセンター,市民利用施設,産業系施設,産業振興施設,産業系その他施設,緑区大字大崎3156番1,139.713019,35.884024
168,産業系その他施設,緑の相談所,市民利用施設,産業系施設,産業振興施設,産業系その他施設,緑区大字大崎87番,139.71439,35.881748
169,産業系その他施設,大宮花の丘農林公苑,市民利用施設,産業系施設,産業振興施設,産業系その他施設,西区大字西新井124番,139.591445,35.939682
170,産業系その他施設,市民の森,市民利用施設,産業系施設,産業振興施設,産業系その他施設,北区見沼２丁目94番,139.640519,35.9331
171,産業系その他施設,春おか広場,市民利用施設,産業系施設,産業振興施設,産業系その他施設,見沼区大字宮ヶ谷塔765番,139.670669,35.943375
172,学校等,高砂小学校,市民利用施設,学校教育系施設,学校等,小学校,浦和区岸町４丁目1番29,139.6567957,35.8565402
173,学校等,常盤小学校,市民利用施設,学校教育系施設,学校等,小学校,浦和区常盤９丁目30番9,139.6431591,35.8687852
174,学校等,木崎小学校,市民利用施設,学校教育系施設,学校等,小学校,浦和区領家４丁目19番4,139.6528972,35.8828389
175,学校等,谷田小学校,市民利用施設,学校教育系施設,学校等,小学校,南区太田窪５丁目10番6,139.6779167,35.8563425
176,学校等,仲本小学校,市民利用施設,学校教育系施設,学校等,小学校,浦和区本太２丁目12番31,139.6610407,35.861645
177,学校等,本太小学校,市民利用施設,学校教育系施設,学校等,小学校,浦和区本太２丁目26番25,139.6575864,35.8652862
178,学校等,三室小学校,市民利用施設,学校教育系施設,学校等,小学校,緑区大字三室1994番,139.6821945,35.8839859
179,学校等,尾間木小学校,市民利用施設,学校教育系施設,学校等,小学校,緑区東浦和８丁目11番5,139.6971483,35.8692123
180,学校等,南浦和小学校,市民利用施設,学校教育系施設,学校等,小学校,南区白幡１丁目1番20,139.6579715,35.8452633
181,学校等,浦和別所小学校,市民利用施設,学校教育系施設,学校等,小学校,南区別所２丁目5番34,139.6481557,35.849628
182,学校等,北浦和小学校,市民利用施設,学校教育系施設,学校等,小学校,浦和区北浦和２丁目18番3,139.6483223,35.8773737
183,学校等,仲町小学校,市民利用施設,学校教育系施設,学校等,小学校,浦和区常盤８丁目18番4,139.6405637,35.8641462
184,学校等,上木崎小学校,市民利用施設,学校教育系施設,学校等,小学校,浦和区上木崎３丁目4番3,139.6429528,35.8877089
185,学校等,岸町小学校,市民利用施設,学校教育系施設,学校等,小学校,浦和区岸町５丁目20番4,139.6502606,35.8510276
186,学校等,大谷場小学校,市民利用施設,学校教育系施設,学校等,小学校,南区南浦和１丁目18番3,139.6679633,35.8527792
187,学校等,土合小学校,市民利用施設,学校教育系施設,学校等,小学校,桜区西堀７丁目21番1,139.6270631,35.8578801
188,学校等,大久保小学校,市民利用施設,学校教育系施設,学校等,小学校,桜区大字五関21番,139.5986255,35.8724273
189,学校等,原山小学校,市民利用施設,学校教育系施設,学校等,小学校,緑区原山１丁目30番12,139.6707648,35.8663979
190,学校等,針ｹ谷小学校,市民利用施設,学校教育系施設,学校等,小学校,浦和区領家７丁目2番1,139.6490582,35.8818921
191,学校等,大谷場東小学校,市民利用施設,学校教育系施設,学校等,小学校,南区大谷場２丁目13番54,139.6749531,35.8534017
192,学校等,大門小学校,市民利用施設,学校教育系施設,学校等,小学校,緑区大字大門1189番,139.7335412,35.8807931
193,学校等,野田小学校,市民利用施設,学校教育系施設,学校等,小学校,緑区大字上野田16番,139.7039548,35.9002314
194,学校等,西浦和小学校,市民利用施設,学校教育系施設,学校等,小学校,南区曲本１丁目3番5,139.6301684,35.8384836
195,学校等,辻小学校,市民利用施設,学校教育系施設,学校等,小学校,南区辻６丁目3番28,139.6583359,35.8332822
196,学校等,大東小学校,市民利用施設,学校教育系施設,学校等,小学校,浦和区大東３丁目14番1,139.6645276,35.8835214
197,学校等,文蔵小学校,市民利用施設,学校教育系施設,学校等,小学校,南区文蔵５丁目16番29,139.6739404,35.8351911
198,学校等,沼影小学校,市民利用施設,学校教育系施設,学校等,小学校,南区沼影２丁目8番36,139.6462743,35.8391289
199,学校等,大谷口小学校,市民利用施設,学校教育系施設,学校等,小学校,南区大字広ヶ谷戸24番,139.6833135,35.8625114
200,学校等,栄和小学校,市民利用施設,学校教育系施設,学校等,小学校,桜区栄和１丁目7番1,139.6175204,35.8617584
201,学校等,道祖土小学校,市民利用施設,学校教育系施設,学校等,小学校,緑区道祖土１丁目1番1,139.6688806,35.874738
202,学校等,田島小学校,市民利用施設,学校教育系施設,学校等,小学校,桜区田島１０丁目12番1,139.6233599,35.8377634
203,学校等,大久保東小学校,市民利用施設,学校教育系施設,学校等,小学校,桜区大字大久保領家331番,139.6034359,35.8712917
204,学校等,浦和大里小学校,市民利用施設,学校教育系施設,学校等,小学校,南区別所７丁目14番28,139.6436311,35.844779
205,学校等,新開小学校,市民利用施設,学校教育系施設,学校等,小学校,桜区新開２丁目18番1,139.6182366,35.8509825
206,学校等,神田小学校,市民利用施設,学校教育系施設,学校等,小学校,桜区大字神田541番1,139.607354,35.8751523
207,学校等,中尾小学校,市民利用施設,学校教育系施設,学校等,小学校,緑区大字中尾2596番1,139.6826742,35.8680829
208,学校等,善前小学校,市民利用施設,学校教育系施設,学校等,小学校,南区大字太田窪2500番1,139.6860068,35.8531781
209,学校等,大牧小学校,市民利用施設,学校教育系施設,学校等,小学校,緑区東浦和６丁目12番3,139.7068465,35.8724897
210,学校等,中島小学校,市民利用施設,学校教育系施設,学校等,小学校,桜区中島１丁目28番1,139.6239382,35.8654134
211,学校等,芝原小学校,市民利用施設,学校教育系施設,学校等,小学校,緑区芝原２丁目5番,139.6915416,35.8818243
212,学校等,常盤北小学校,市民利用施設,学校教育系施設,学校等,小学校,浦和区針ヶ谷４丁目2番12,139.6390732,35.878862
213,学校等,向小学校,市民利用施設,学校教育系施設,学校等,小学校,南区大字大谷口5437番,139.6958644,35.8573114
214,学校等,大宮小学校,市民利用施設,学校教育系施設,学校等,小学校,大宮区大門町３丁目3番,139.6300819,35.9066427
215,学校等,大宮東小学校,市民利用施設,学校教育系施設,学校等,小学校,大宮区堀の内町３丁目145番,139.6356471,35.9139472
216,学校等,大宮南小学校,市民利用施設,学校教育系施設,学校等,小学校,大宮区吉敷町３丁目87番,139.6338016,35.9008902
217,学校等,大宮北小学校,市民利用施設,学校教育系施設,学校等,小学校,大宮区宮町３丁目84番,139.6271357,35.9116699
218,学校等,桜木小学校,市民利用施設,学校教育系施設,学校等,小学校,大宮区桜木町４丁目328番9,139.6170936,35.903571
219,学校等,三橋小学校,市民利用施設,学校教育系施設,学校等,小学校,大宮区三橋２丁目20番,139.6043486,35.9039914
220,学校等,大成小学校,市民利用施設,学校教育系施設,学校等,小学校,大宮区大成町２丁目282番,139.6138608,35.914945
221,学校等,東大成小学校,市民利用施設,学校教育系施設,学校等,小学校,北区東大成町２丁目11番,139.6188557,35.9249602
222,学校等,日進小学校,市民利用施設,学校教育系施設,学校等,小学校,北区日進町２丁目911番,139.6076042,35.9252012
223,学校等,日進北小学校,市民利用施設,学校教育系施設,学校等,小学校,北区日進町３丁目178番,139.6039426,35.9368612
224,学校等,宮原小学校,市民利用施設,学校教育系施設,学校等,小学校,北区宮原町４丁目102番6,139.6061601,35.9490985
225,学校等,植竹小学校,市民利用施設,学校教育系施設,学校等,小学校,北区植竹町２丁目1番,139.6257619,35.9300053
226,学校等,大砂土小学校,市民利用施設,学校教育系施設,学校等,小学校,北区本郷町1番,139.6269762,35.9380076
227,学校等,大砂土東小学校,市民利用施設,学校教育系施設,学校等,小学校,見沼区大和田町２丁目998番,139.6469866,35.937816
228,学校等,見沼小学校,市民利用施設,学校教育系施設,学校等,小学校,見沼区東大宮２丁目45番,139.6326119,35.9488195
229,学校等,指扇小学校,市民利用施設,学校教育系施設,学校等,小学校,西区西大宮１丁目49番地6,139.5729679,35.9227933
230,学校等,馬宮東小学校,市民利用施設,学校教育系施設,学校等,小学校,西区大字西遊馬189番1,139.5713645,35.9039345
231,学校等,馬宮西小学校,市民利用施設,学校教育系施設,学校等,小学校,西区大字飯田新田189番2,139.5595517,35.8862476
232,学校等,植水小学校,市民利用施設,学校教育系施設,学校等,小学校,西区大字中野林225番1,139.5947737,35.8944299
233,学校等,片柳小学校,市民利用施設,学校教育系施設,学校等,小学校,見沼区大字東新井244番1,139.6702252,35.910758
234,学校等,七里小学校,市民利用施設,学校教育系施設,学校等,小学校,見沼区大字東宮下312番,139.6758898,35.9293773
235,学校等,春岡小学校,市民利用施設,学校教育系施設,学校等,小学校,春岡２丁目２９番地１,139.6622387,35.9495949
236,学校等,大宮西小学校,市民利用施設,学校教育系施設,学校等,小学校,西区三橋５丁目1359番,139.5905271,35.9041791
237,学校等,栄小学校,市民利用施設,学校教育系施設,学校等,小学校,西区大字飯田811番,139.5829522,35.9069567
238,学校等,大宮別所小学校,市民利用施設,学校教育系施設,学校等,小学校,北区別所町42番1,139.5973356,35.955147
239,学校等,芝川小学校,市民利用施設,学校教育系施設,学校等,小学校,大宮区天沼町２丁目1077番,139.6444566,35.9052438
240,学校等,蓮沼小学校,市民利用施設,学校教育系施設,学校等,小学校,見沼区大字蓮沼1070番,139.6606086,35.934316
241,学校等,上小小学校,市民利用施設,学校教育系施設,学校等,小学校,大宮区上小町1337番1,139.6166832,35.8966922
242,学校等,宮前小学校,市民利用施設,学校教育系施設,学校等,小学校,西区宮前町341番,139.5943454,35.9231627
243,学校等,大谷小学校,市民利用施設,学校教育系施設,学校等,小学校,見沼区大字大谷18番,139.6658947,35.9212036
244,学校等,島小学校,市民利用施設,学校教育系施設,学校等,小学校,見沼区島町533番2,139.6517828,35.9468495
245,学校等,指扇北小学校,市民利用施設,学校教育系施設,学校等,小学校,西区大字中釘1506番1,139.5719665,35.9335728
246,学校等,東宮下小学校,市民利用施設,学校教育系施設,学校等,小学校,見沼区大字東宮下215番1,139.6776449,35.9259145
247,学校等,泰平小学校,市民利用施設,学校教育系施設,学校等,小学校,北区今羽町628番,139.6258542,35.9501991
248,学校等,海老沼小学校,市民利用施設,学校教育系施設,学校等,小学校,見沼区大字東新井710番5,139.6600122,35.9082327
249,学校等,春野小学校,市民利用施設,学校教育系施設,学校等,小学校,見沼区春野１丁目10番1,139.6674662,35.9567572
250,学校等,与野本町小学校,市民利用施設,学校教育系施設,学校等,小学校,中央区本町東３丁目5番23,139.6228486,35.8836821
251,学校等,上落合小学校,市民利用施設,学校教育系施設,学校等,小学校,中央区上落合４丁目14番24,139.6258448,35.8940704
252,学校等,大戸小学校,市民利用施設,学校教育系施設,学校等,小学校,中央区新中里１丁目6番28,139.6358656,35.8724274
253,学校等,下落合小学校,市民利用施設,学校教育系施設,学校等,小学校,中央区上落合１丁目7番33,139.6314716,35.8899203
254,学校等,与野西北小学校,市民利用施設,学校教育系施設,学校等,小学校,中央区円阿弥４丁目3番7,139.6079287,35.8876058
255,学校等,鈴谷小学校,市民利用施設,学校教育系施設,学校等,小学校,中央区鈴谷５丁目1番1,139.6314492,35.8713433
256,学校等,与野八幡小学校,市民利用施設,学校教育系施設,学校等,小学校,中央区本町東５丁目23番14,139.6220754,35.8909133
257,学校等,与野南小学校,市民利用施設,学校教育系施設,学校等,小学校,中央区大戸６丁目2番25,139.6357118,35.8666965
258,学校等,岩槻小学校,市民利用施設,学校教育系施設,学校等,小学校,岩槻区本町５丁目6番45,139.6985366,35.9536949
259,学校等,太田小学校,市民利用施設,学校教育系施設,学校等,小学校,岩槻区仲町１丁目17番3,139.704578,35.9481443
260,学校等,川通小学校,市民利用施設,学校教育系施設,学校等,小学校,岩槻区大字大野島422番1,139.7312004,35.9419524
261,学校等,柏崎小学校,市民利用施設,学校教育系施設,学校等,小学校,岩槻区大字柏崎762番,139.7014645,35.9337231
262,学校等,和土小学校,市民利用施設,学校教育系施設,学校等,小学校,岩槻区大字黒谷1353番,139.7206831,35.9261999
263,学校等,新和小学校,市民利用施設,学校教育系施設,学校等,小学校,岩槻区大字尾ヶ崎1252番,139.7324384,35.9105858
264,学校等,慈恩寺小学校,市民利用施設,学校教育系施設,学校等,小学校,岩槻区大字慈恩寺259番,139.7077972,35.9816894
265,学校等,河合小学校,市民利用施設,学校教育系施設,学校等,小学校,岩槻区大字平林寺351番,139.6720618,35.9672515
266,学校等,東岩槻小学校,市民利用施設,学校教育系施設,学校等,小学校,岩槻区諏訪２丁目6番1,139.7093288,35.9702155
267,学校等,城北小学校,市民利用施設,学校教育系施設,学校等,小学校,岩槻区大字岩槻6619番,139.6939101,35.9620449
268,学校等,徳力小学校,市民利用施設,学校教育系施設,学校等,小学校,岩槻区大字徳力136番4,139.7164774,35.9741308
269,学校等,上里小学校,市民利用施設,学校教育系施設,学校等,小学校,岩槻区上里２丁目2番,139.7041699,35.9651552
270,学校等,西原小学校,市民利用施設,学校教育系施設,学校等,小学校,岩槻区西原6番25,139.6833046,35.9527001
271,学校等,城南小学校,市民利用施設,学校教育系施設,学校等,小学校,岩槻区大字南下新井1191番1,139.712631,35.9359332
272,学校等,辻南小学校,市民利用施設,学校教育系施設,学校等,小学校,南区辻８丁目7番32,139.6651876,35.8315171
273,学校等,つばさ小学校,市民利用施設,学校教育系施設,学校等,小学校,北区宮原町３丁目902番4,139.6105142,35.9335265
274,学校等,美園小学校,市民利用施設,学校教育系施設,学校等,小学校,緑区美園５丁目33番地,139.7353881,35.8906454
275,学校等,美園北小学校,市民利用施設,学校教育系施設,学校等,小学校,緑区美園２丁目１２番地１１,139.723515,35.901409
276,学校等,岸中学校,市民利用施設,学校教育系施設,学校等,中学校,南区南本町２丁目25番27,139.6649566,35.8503604
277,学校等,常盤中学校,市民利用施設,学校教育系施設,学校等,中学校,浦和区針ヶ谷４丁目1番9,139.6393677,35.8782
278,学校等,木崎中学校,市民利用施設,学校教育系施設,学校等,中学校,浦和区瀬ヶ崎２丁目17番1,139.6615672,35.8787747
279,学校等,原山中学校,市民利用施設,学校教育系施設,学校等,中学校,緑区太田窪１丁目10番22,139.6669107,35.8663078
280,学校等,本太中学校,市民利用施設,学校教育系施設,学校等,中学校,浦和区領家１丁目4番15,139.6584833,35.8733928
281,学校等,東浦和中学校,市民利用施設,学校教育系施設,学校等,中学校,緑区大字中尾1207番1,139.6841698,35.8745072
282,学校等,南浦和中学校,市民利用施設,学校教育系施設,学校等,中学校,南区辻６丁目1番33,139.6571645,35.8348572
283,学校等,白幡中学校,市民利用施設,学校教育系施設,学校等,中学校,南区白幡２丁目18番13,139.6526509,35.8484502
284,学校等,大原中学校,市民利用施設,学校教育系施設,学校等,中学校,浦和区大原３丁目1番11,139.6482095,35.8928799
285,学校等,土合中学校,市民利用施設,学校教育系施設,学校等,中学校,桜区町谷１丁目19番1,139.623198,35.8598951
286,学校等,大久保中学校,市民利用施設,学校教育系施設,学校等,中学校,桜区大字五関282番,139.5979414,35.8669007
287,学校等,大谷場中学校,市民利用施設,学校教育系施設,学校等,中学校,南区大谷場２丁目13番54,139.6742528,35.8534215
288,学校等,美園中学校,市民利用施設,学校教育系施設,学校等,中学校,緑区大字大崎2550番3,139.7126234,35.8921389
289,学校等,大谷口中学校,市民利用施設,学校教育系施設,学校等,中学校,南区大字広ヶ谷戸21番,139.6831659,35.8628465
290,学校等,田島中学校,市民利用施設,学校教育系施設,学校等,中学校,桜区田島１０丁目13番1,139.6225816,35.838475
291,学校等,三室中学校,市民利用施設,学校教育系施設,学校等,中学校,緑区馬場１丁目38番2,139.6842384,35.8867226
292,学校等,上大久保中学校,市民利用施設,学校教育系施設,学校等,中学校,桜区大字上大久保861番1,139.6163867,35.8718673
293,学校等,内谷中学校,市民利用施設,学校教育系施設,学校等,中学校,南区内谷６丁目10番1,139.6479275,35.8352541
294,学校等,尾間木中学校,市民利用施設,学校教育系施設,学校等,中学校,緑区東浦和４丁目29番1,139.6984635,35.8688522
295,学校等,大宮東中学校,市民利用施設,学校教育系施設,学校等,中学校,大宮区堀の内町１丁目99番,139.6350034,35.9081325
296,学校等,大宮南中学校,市民利用施設,学校教育系施設,学校等,中学校,大宮区天沼町２丁目362番,139.6367866,35.8990706
297,学校等,大宮北中学校,市民利用施設,学校教育系施設,学校等,中学校,大宮区寿能町１丁目21番,139.6329255,35.9215763
298,学校等,桜木中学校,市民利用施設,学校教育系施設,学校等,中学校,大宮区桜木町４丁目219番,139.6166701,35.9052995
299,学校等,三橋中学校,市民利用施設,学校教育系施設,学校等,中学校,大宮区三橋１丁目1300番,139.6022142,35.9047788
300,学校等,大成中学校,市民利用施設,学校教育系施設,学校等,中学校,大宮区大成町２丁目379番,139.613303,35.9132813
301,学校等,日進中学校,市民利用施設,学校教育系施設,学校等,中学校,北区櫛引町２丁目503番1,139.6100145,35.9215133
302,学校等,宮原中学校,市民利用施設,学校教育系施設,学校等,中学校,北区宮原町４丁目129番,139.6051078,35.9519175
303,学校等,植竹中学校,市民利用施設,学校教育系施設,学校等,中学校,北区土呂町352番,139.6270253,35.9339878
304,学校等,大砂土中学校,市民利用施設,学校教育系施設,学校等,中学校,見沼区東大宮１丁目100番1,139.6446878,35.9379901
305,学校等,指扇中学校,市民利用施設,学校教育系施設,学校等,中学校,西区西大宮３丁目31番地1,139.5770727,35.9275148
306,学校等,馬宮中学校,市民利用施設,学校教育系施設,学校等,中学校,西区大字二ツ宮589番1,139.5799245,35.8991051
307,学校等,片柳中学校,市民利用施設,学校教育系施設,学校等,中学校,見沼区大字御蔵551番,139.6741513,35.906825
308,学校等,春里中学校,市民利用施設,学校教育系施設,学校等,中学校,見沼区大字小深作268番19,139.6641298,35.940931
309,学校等,大宮西中学校,市民利用施設,学校教育系施設,学校等,中学校,西区三橋６丁目1558番,139.5905867,35.920152
310,学校等,七里中学校,市民利用施設,学校教育系施設,学校等,中学校,見沼区東宮下１丁目1番1,139.6810131,35.9277122
311,学校等,泰平中学校,市民利用施設,学校教育系施設,学校等,中学校,北区本郷町1991番,139.6271298,35.9486896
312,学校等,宮前中学校,市民利用施設,学校教育系施設,学校等,中学校,西区宮前町1467番1,139.5981006,35.9298349
313,学校等,植水中学校,市民利用施設,学校教育系施設,学校等,中学校,西区大字三条町345番1,139.5839486,35.8869395
314,学校等,大谷中学校,市民利用施設,学校教育系施設,学校等,中学校,見沼区大字大谷1634番2,139.6668684,35.925652
315,学校等,第二東中学校,市民利用施設,学校教育系施設,学校等,中学校,大宮区天沼町１丁目760番,139.6451112,35.9089339
316,学校等,土屋中学校,市民利用施設,学校教育系施設,学校等,中学校,西区大字土屋1766番1,139.5709321,35.9117248
317,学校等,大宮八幡中学校,市民利用施設,学校教育系施設,学校等,中学校,見沼区大字南中丸357番,139.6532921,35.9192282
318,学校等,土呂中学校,市民利用施設,学校教育系施設,学校等,中学校,北区見沼３丁目75番,139.6372627,35.9389182
319,学校等,春野中学校,市民利用施設,学校教育系施設,学校等,中学校,見沼区春野２丁目2番1,139.6632244,35.9565444
320,学校等,与野東中学校,市民利用施設,学校教育系施設,学校等,中学校,中央区下落合２丁目21番10,139.6321857,35.8884985
321,学校等,与野西中学校,市民利用施設,学校教育系施設,学校等,中学校,中央区鈴谷８丁目10番33,139.6235844,35.8779357
322,学校等,与野南中学校,市民利用施設,学校教育系施設,学校等,中学校,中央区大戸２丁目6番25,139.6347551,35.8657006
323,学校等,八王子中学校,市民利用施設,学校教育系施設,学校等,中学校,中央区八王子４丁目2番1,139.6083743,35.8785748
324,学校等,岩槻中学校,市民利用施設,学校教育系施設,学校等,中学校,岩槻区仲町１丁目14番35,139.7036382,35.949428
325,学校等,川通中学校,市民利用施設,学校教育系施設,学校等,中学校,岩槻区大字長宮435番,139.7313645,35.9478442
326,学校等,城南中学校,市民利用施設,学校教育系施設,学校等,中学校,岩槻区大字笹久保577番,139.727192,35.9149907
327,学校等,慈恩寺中学校,市民利用施設,学校教育系施設,学校等,中学校,岩槻区大字裏慈恩寺505番,139.7049493,35.9852249
328,学校等,城北中学校,市民利用施設,学校教育系施設,学校等,中学校,岩槻区大字本宿392番1,139.689297,35.9647836
329,学校等,桜山中学校,市民利用施設,学校教育系施設,学校等,中学校,岩槻区大字表慈恩寺684番1,139.7111876,35.9729116
330,学校等,柏陽中学校,市民利用施設,学校教育系施設,学校等,中学校,岩槻区大字真福寺454番,139.7030404,35.9359452
331,学校等,西原中学校,市民利用施設,学校教育系施設,学校等,中学校,岩槻区大字岩槻3750番,139.6814421,35.9551333
332,学校等,浦和中学校,市民利用施設,学校教育系施設,学校等,中学校,浦和区元町１丁目28番17,139.6573241,35.8711333
333,学校等,美園南中学校,市民利用施設,学校教育系施設,学校等,中学校,緑区美園６丁目１５,139.73623433,35.88589631
334,学校等,浦和高等学校,市民利用施設,学校教育系施設,学校等,高等学校,浦和区元町１丁目28番17,139.6573108,35.8714597
335,学校等,浦和南高等学校,市民利用施設,学校教育系施設,学校等,高等学校,南区辻６丁目5番31,139.6572125,35.8325269
336,学校等,大宮北高等学校,市民利用施設,学校教育系施設,学校等,高等学校,北区奈良町91番1,139.6002306,35.9458794
337,学校等,大宮国際中等教育学校,市民利用施設,学校教育系施設,学校等,高等学校,大宮区三橋４丁目96番,139.59862,35.8964067
338,学校等,ひまわり特別支援学校,市民利用施設,学校教育系施設,学校等,特別支援学校,西区三橋６丁目1587番,139.5906347,35.9209497
339,学校等,さくら草特別支援学校,市民利用施設,学校教育系施設,学校等,特別支援学校,緑区大字三室636番80,139.6748392,35.8908636
340,少年自然の家,舘岩少年自然の家,市民利用施設,学校教育系施設,少年自然の家,少年自然の家,福島県南会津郡南会津町宮里字向山2847番地1,139.481815,37.057072
341,保健衛生施設,高等看護学院,市民利用施設,保健福祉系施設,保健衛生施設,高等看護学院・寮,緑区大字三室2460番,139.678839,35.891031
342,保健衛生施設,高等看護学院学生宿舎,市民利用施設,保健福祉系施設,保健衛生施設,高等看護学院・寮,緑区大字三室2423番12,139.675353,35.891303
343,保健衛生施設,思い出の里市営霊園,市民利用施設,保健福祉系施設,保健衛生施設,墓地・納骨堂,見沼区大字大谷600番,139.675364,35.916572
344,保健衛生施設,青山苑墓地,市民利用施設,保健福祉系施設,保健衛生施設,墓地・納骨堂,緑区大字中野田1030番,139.711999,35.899706
345,保健衛生施設,ひかり会館納骨堂,市民利用施設,保健福祉系施設,保健衛生施設,墓地・納骨堂,中央区本町東５丁目13番29,139.61985,35.889889
346,保健衛生施設,浦和斎場,市民利用施設,保健福祉系施設,保健衛生施設,斎場・火葬場,桜区大字下大久保1523番1,139.602105,35.857885
347,保健衛生施設,ひかり会館,市民利用施設,保健福祉系施設,保健衛生施設,斎場・火葬場,中央区本町東５丁目13番29,139.61985,35.889889
348,保健衛生施設,大宮聖苑,市民利用施設,保健福祉系施設,保健衛生施設,斎場・火葬場,見沼区染谷２丁目350番1,139.689352,35.907901
