No,区分,施設名,大分類,中分類,小分類,細分類,所在地,経度,緯度
686,消防施設,大宮消防署大成出張所,行政施設,行政系施設,消防施設,出張所,大宮区大成町１丁目226番,139.615361,35.909927
687,消防施設,見沼消防署蓮沼出張所,行政施設,行政系施設,消防施設,出張所,見沼区大字蓮沼267番,139.658074,35.925079
688,消防施設,見沼消防署東大宮出張所,行政施設,行政系施設,消防施設,出張所,見沼区東大宮４丁目31番1,139.637355,35.949533
689,消防施設,見沼消防署春野出張所,行政施設,行政系施設,消防施設,出張所,見沼区春野２丁目6番1,139.661367,35.956031
690,消防施設,桜消防署大久保出張所,行政施設,行政系施設,消防施設,出張所,桜区大字五関762番2,139.596919,35.86748
691,消防施設,桜消防署西浦和出張所,行政施設,行政系施設,消防施設,出張所,桜区田島７丁目17番10,139.626751,35.83887
692,消防施設,浦和消防署木崎出張所,行政施設,行政系施設,消防施設,出張所,浦和区領家４丁目21番20,139.653983,35.882193
693,消防施設,浦和消防署　日の出出張所,行政施設,行政系施設,消防施設,出張所,浦和区東岸町8番10,139.662178,35.854294
694,消防施設,南消防署東浦和出張所,行政施設,行政系施設,消防施設,出張所,南区大字大谷口5668番,139.692758,35.855308
695,消防施設,緑消防署美園出張所,行政施設,行政系施設,消防施設,出張所,緑区大字玄蕃新田597番1,139.716016,35.889115
696,消防施設,岩槻消防署太田出張所,行政施設,行政系施設,消防施設,出張所,岩槻区太田１丁目2番11,139.704592,35.953222
697,消防施設,岩槻消防署上野出張所,行政施設,行政系施設,消防施設,出張所,岩槻区上野４丁目6番21,139.6959,35.973896
698,消防施設,岩槻消防署笹久保出張所,行政施設,行政系施設,消防施設,出張所,岩槻区大字笹久保1328番,139.71547,35.915599
699,消防施設,さいたま市消防団指扇分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,西区大字高木341番15,139.571325,35.925382
700,消防施設,さいたま市消防団馬宮分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,西区大字西遊馬235番1,139.572733,35.904132
701,消防施設,さいたま市消防団植水分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,西区大字植田谷本572番4,139.593391,35.892999
702,消防施設,さいたま市消防団日進分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,北区日進町２丁目1195番4,139.605294,35.927549
703,消防施設,さいたま市消防団宮原分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,北区宮原町２丁目27番11,139.610688,35.94248
704,消防施設,さいたま市消防団大砂土分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,北区本郷町1122番1,139.626114,35.944164
705,消防施設,さいたま市消防団中央分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,大宮区下町２丁目46番2,139.628887,35.903606
706,消防施設,さいたま市消防団宮町分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,大宮区宮町３丁目113番1,139.628606,35.911022
707,消防施設,さいたま市消防団東部分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,大宮区堀の内町１丁目130番5,139.634295,35.908564
708,消防施設,さいたま市消防団北部分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,大宮区寿能町１丁目23番2,139.632115,35.922479
709,消防施設,さいたま市消防団桜木分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,大宮区桜木町４丁目423番1,139.619438,35.89986
710,消防施設,さいたま市消防団三橋分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,大宮区三橋２丁目59番,139.60423,35.902832
711,消防施設,さいたま市消防団大成分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,大宮区大成町３丁目241番2,139.617014,35.918451
712,消防施設,東大宮分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,さいたま都市計画事業島町西部土地区画整理事業13街区23画地,139.64999477911,35.9466618135499
713,消防施設,さいたま市消防団大砂土東分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,見沼区大和田町１丁目445番,139.646641,35.926376
714,消防施設,さいたま市消防団片柳分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,見沼区大字南中野782番1,139.662396,35.909706
715,消防施設,片柳分団第２車庫,行政施設,行政系施設,消防施設,消防分団車庫,大字片柳字原山1193番1,139.686683,35.904558
716,消防施設,さいたま市消防団七里分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,見沼区大字新堤286番1,139.67703,35.927165
717,消防施設,さいたま市消防団春岡分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,見沼区深作１丁目13番7,139.665933,35.950157
718,消防施設,さいたま市消防団本町分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,中央区本町西３丁目7番13,139.615711,35.885978
719,消防施設,さいたま市消防団上落合分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,中央区上落合７丁目1番14,139.625821,35.897132
720,消防施設,下落合分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,中央区下落合７丁目12番27,139.632857,35.881484
721,消防施設,さいたま市消防団大戸分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,中央区大戸３丁目15番13,139.637796,35.865761
722,消防施設,さいたま市消防団南分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,中央区鈴谷５丁目5番26,139.628827,35.873216
723,消防施設,さいたま市消防団西分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,中央区八王子２丁目7番2,139.610646,35.882731
724,消防施設,さいたま市消防団土合第１分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,桜区西堀５丁目5番2,139.626831,35.856587
725,消防施設,さいたま市消防団土合第２分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,桜区田島３丁目8番16,139.631564,35.848682
726,消防施設,さいたま市消防団土合第３分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,桜区栄和１丁目11番21,139.616424,35.861956
727,消防施設,さいたま市消防団大久保第１分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,桜区大字五関140番1,139.598494,35.870427
728,消防施設,さいたま市消防団大久保第２分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,桜区大字上大久保140番11,139.607907,35.865778
729,消防施設,さいたま市消防団岸分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,浦和区岸町４丁目23番10,139.655445,35.854932
730,消防施設,高砂分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,浦和区高砂３丁目1番20,139.652468,35.858293
731,消防施設,さいたま市消防団仲町分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,浦和区仲町２丁目6番3,139.652525,35.86123
732,消防施設,さいたま市消防団常盤分団車庫敷地,行政施設,行政系施設,消防施設,消防分団車庫,浦和区常盤５丁目8番16,139.64892,35.865987
733,消防施設,さいたま市消防団北浦和分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,浦和区北浦和３丁目17番15,139.644702,35.876408
734,消防施設,さいたま市消防団本太分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,浦和区本太５丁目10番11,139.660116,35.867212
735,消防施設,さいたま市消防団上木崎分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,浦和区上木崎４丁目1番13,139.642935,35.886072
736,消防施設,さいたま市消防団木崎分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,浦和区瀬ヶ崎２丁目8番10,139.658416,35.879846
737,消防施設,さいたま市消防団大谷場分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,南区南浦和２丁目17番2,139.670941,35.850647
738,消防施設,さいたま市消防団白幡分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,南区白幡２丁目16番10,139.652912,35.847703
739,消防施設,さいたま市消防団六辻第１分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,南区根岸４丁目16番9,139.659051,35.843178
740,消防施設,さいたま市消防団六辻第２分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,南区辻２丁目13番10,139.661442,35.833315
741,消防施設,さいたま市消防団別所分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,南区別所３丁目7番7,139.646546,35.852207
742,消防施設,さいたま市消防団谷田第２分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,南区大字広ヶ谷戸7番1,139.683936,35.863555
743,消防施設,さいたま市消防団西浦和分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,南区曲本３丁目8番10,139.639428,35.835615
744,消防施設,谷田第１分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,緑区太田窪１丁目27番14号,139.669829,35.865141
745,消防施設,さいたま市消防団三室第１分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,緑区松木１丁目4番16,139.6845,35.883987
746,消防施設,さいたま市消防団三室第２分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,緑区道祖土２丁目12番17,139.672034,35.880107
747,消防施設,さいたま市消防団尾間木第１分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,緑区大字中尾1410番1,139.686611,35.87247
748,消防施設,さいたま市消防団尾間木第２分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,緑区東浦和５丁目20番1,139.704587,35.867076
749,消防施設,さいたま市消防団美園第１分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,緑区大字代山116番,139.704364,35.901241
750,消防施設,さいたま市消防団美園第２分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,緑区大字南部領辻3212番2,139.711183,35.895289
751,消防施設,さいたま市消防団美園第３分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,緑区大字大門2865番4,139.729543,35.88472
752,消防施設,さいたま市消防団岩槻第1分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,岩槻区本町４丁目2番36,139.696391,35.948809
753,消防施設,さいたま市消防団岩槻第2分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,岩槻区宮町１丁目4番1,139.697962,35.956585
754,消防施設,さいたま市消防団岩槻第3分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,岩槻区仲町１丁目14番28,139.704448,35.949122
755,消防施設,さいたま市消防団川通分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,岩槻区大字大口258番1,139.739697,35.941352
756,消防施設,さいたま市消防団和土分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,岩槻区大字黒谷1467番3,139.718183,35.925317
757,消防施設,さいたま市消防団柏崎分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,岩槻区大字柏崎754番1,139.702422,35.933353
758,消防施設,さいたま市消防団新和第1分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,岩槻区大字野孫738番1,139.737599,35.914615
759,消防施設,さいたま市消防団新和第2分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,岩槻区大字釣上553番2,139.741617,35.897081
760,消防施設,さいたま市消防団慈恩寺第１分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,岩槻区大字慈恩寺259番1,139.708854,35.9813
761,消防施設,さいたま市消防団慈恩寺第2分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,岩槻区大字表慈恩寺1505番2,139.701724,35.97326
762,消防施設,さいたま市消防団河合分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,岩槻区大字平林寺428番1,139.672241,35.965918
763,消防施設,さいたま市消防団馬宮西分団車庫,行政施設,行政系施設,消防施設,消防分団車庫,西区大字飯田新田字荒工250-15,139.556431,35.88688
764,消防施設,消防局本太資機材倉庫,行政施設,行政系施設,消防施設,消防施設系その他施設,浦和区本太５丁目10番11,139.660116,35.867212
765,環境施設,岩槻環境センター,行政施設,行政系施設,環境施設,環境センター,岩槻区大字笹久保1339番,139.714413,35.917293
766,環境施設,クリーンセンター大崎,行政施設,行政系施設,環境施設,環境センター,緑区大字大崎317番,139.712703,35.880163
767,環境施設,西部環境センター敷地,行政施設,行政系施設,環境施設,環境センター,西区大字宝来52番1,139.55289,35.934047
768,環境施設,東部環境センター,行政施設,行政系施設,環境施設,環境センター,見沼区大字膝子６２６番地１,139.687801,35.927735
769,環境施設,桜環境センター,行政施設,行政系施設,環境施設,環境センター,桜区新開４丁目2番1号,139.618334,35.844067
770,環境施設,大宮南部浄化センター,行政施設,行政系施設,環境施設,衛生センター,見沼区大字上山口新田508番1,139.649008,35.900752
771,環境施設,クリーンセンター西堀,行政施設,行政系施設,環境施設,衛生センター,桜区新開４丁目1番1号,139.618302,35.8432
772,環境施設,南下新井汚水処理場,行政施設,行政系施設,環境施設,し尿処理場,岩槻区大字黒谷643番地,139.727538,35.925233
773,環境施設,鈴谷清掃工場,行政施設,行政系施設,環境施設,リサイクルセンター,中央区鈴谷１丁目510番,139.632122,35.866428
774,環境施設,環境広場,行政施設,行政系施設,環境施設,処分場,見沼区大字大谷483番1,139.681441,35.921411
775,環境施設,うらわフェニックス,行政施設,行政系施設,環境施設,処分場,緑区大字間宮741番1,139.71928,35.88526
776,環境施設,高木第二最終処分場,行政施設,行政系施設,環境施設,処分場,西区西大宮4丁目25番2,139.577513,35.930862
777,環境施設,間宮埋立完了地,行政施設,行政系施設,環境施設,処分場,緑区大字間宮字氷川下38番,139.726806,35.878059
779,環境施設,東清掃事務所,行政施設,行政系施設,環境施設,清掃事務所,見沼区大字新堤272番1,139.676644,35.926282
780,環境施設,西清掃事務所,行政施設,行政系施設,環境施設,清掃事務所,西区大字宝来52番1,139.55289,35.934047
781,公衆便所,指扇駅南口公衆トイレ,行政施設,行政系施設,公衆便所,公衆便所,西区大字宝来1716,139.56508,35.916996
782,公衆便所,指扇駅北口公衆トイレ,行政施設,行政系施設,公衆便所,公衆便所,西区大字宝来1716,139.5651,35.917364
783,公衆便所,国昌寺公衆便所,行政施設,行政系施設,公衆便所,公衆便所,緑区大字大崎2378番,139.704874,35.891297
784,公衆便所,西福寺公衆便所,行政施設,行政系施設,公衆便所,公衆便所,見沼区大字大谷935番,139.6817,35.91863
785,公衆便所,宮原駅東口公衆トイレ,行政施設,行政系施設,公衆便所,公衆便所,北区宮原町3丁目822番1,139.609758,35.939995
786,公衆便所,大門町公衆トイレ,行政施設,行政系施設,公衆便所,公衆便所,大宮区大門町3丁目22番26,139.630729,35.907215
787,公衆便所,東大宮駅東口公衆トイレ,行政施設,行政系施設,公衆便所,公衆便所,見沼区東大宮５丁目61番,139.640488,35.948938
788,公衆便所,与野駅東口公衆トイレ,行政施設,行政系施設,公衆便所,公衆便所,浦和区上木崎1丁目1番1,139.639001,35.885003
789,公衆便所,北浦和駅西口公衆トイレ,行政施設,行政系施設,公衆便所,公衆便所,浦和区北浦和４丁目2番4,139.64618,35.871721
790,公衆便所,中央公園公衆トイレ,行政施設,行政系施設,公衆便所,公衆便所,浦和区仲町２丁目13番7,139.652442,35.858547
791,公衆便所,武蔵浦和駅東口公衆トイレ,行政施設,行政系施設,公衆便所,公衆便所,南区別所７丁目1535番,139.647786,35.845949
792,公衆便所,東浦和駅前公衆トイレ,行政施設,行政系施設,公衆便所,公衆便所,緑区東浦和1丁目1番9,139.704615,35.864956
793,公衆便所,南浦和駅西口公衆トイレ,行政施設,行政系施設,公衆便所,公衆便所,南区南本町２丁目26番1,139.66874,35.847608
794,公衆便所,与野駅西口公衆トイレ,行政施設,行政系施設,公衆便所,公衆便所,浦和区上木崎１丁目地内番,139.637905,35.88471
795,公衆便所,浦和駅東口公衆トイレ,行政施設,行政系施設,公衆便所,公衆便所,浦和区東高砂町地内番,139.658688,35.858062
796,公衆便所,西大宮駅北口公衆トイレ,行政施設,行政系施設,公衆便所,公衆便所,西区西大宮1丁目21番地,139.579996,35.922588
797,公衆便所,西大宮駅南口公衆トイレ,行政施設,行政系施設,公衆便所,公衆便所,西区西大宮1丁目21番地,139.580034,35.922244
798,公衆便所,日進駅北口公衆トイレ,行政施設,行政系施設,公衆便所,公衆便所,北区日進町２丁目1125番21,139.60618,35.931756
799,公衆便所,日進駅南口公衆トイレ,行政施設,行政系施設,公衆便所,公衆便所,北区日進町２丁目1125番21,139.606342,35.931448
800,公衆便所,氷川女体神社,行政施設,行政系施設,公衆便所,公衆便所,緑区宮本２丁目17番2,139.694243,35.887282
801,公衆便所,宮原駅西口公衆トイレ,行政施設,行政系施設,公衆便所,公衆便所,北区宮原町3丁目522番1,139.608925,35.940631
802,公衆便所,北浦和駅東口公衆トイレ,行政施設,行政系施設,公衆便所,公衆便所,浦和区北浦和３丁目3番1ﾚｯｽﾞｽｸｴｱ-内,139.646025,35.872486
803,公衆便所,武蔵浦和駅西口公衆トイレ,行政施設,行政系施設,公衆便所,公衆便所,南区沼影１丁目10番1ﾗﾑｻﾞﾀﾜｰ1階,139.647029,35.844045
804,公衆便所,さいたま新都心駅東口公衆トイレ,行政施設,行政系施設,公衆便所,公衆便所,大宮区吉敷町４丁目243番1,139.634234,35.894284
805,公衆便所,東岩槻駅北口公衆トイレ備品倉庫,行政施設,行政系施設,公衆便所,公衆便所,岩槻区東岩槻１丁目12番1,139.712192,35.963506
806,公衆便所,東岩槻駅南口公衆トイレ,行政施設,行政系施設,公衆便所,公衆便所,岩槻区東岩槻4丁目2番1,139.712699,35.963339
807,公衆便所,岩槻駅西口公衆トイレ,行政施設,行政系施設,公衆便所,公衆便所,岩槻区本町1丁目1番1号,139.692685,35.950335
808,公衆便所,浦和美園駅西口公衆トイレ,行政施設,行政系施設,公衆便所,公衆便所,大宮区大門町１丁目７４番,139.727307,35.890769
809,公衆便所,岩槻駅東口公衆トイレ,行政施設,行政系施設,公衆便所,公衆便所,岩槻区本町1丁目1番1号,139.693288,35.950052
810,公衆便所,OM TERRACE,行政施設,行政系施設,公衆便所,公衆便所,大宮区大門町１丁目７４番,139.62534,35.905922
811,公衆便所,土呂駅東口公衆トイレ,行政施設,行政系施設,公衆便所,公衆便所,北区土呂町２丁目１１番１号の一部,139.632371,35.931643
812,その他施設,清河寺ふれあい会館,その他施設,その他施設,その他施設,会館・自治会館,西区大字清河寺745番2,139.583453,35.934881
813,その他施設,高木地区集会所,その他施設,その他施設,その他施設,会館・自治会館,西区大字高木710番1,139.572322,35.929109
814,その他施設,穂積自治会館,その他施設,その他施設,その他施設,会館・自治会館,西区大字宝来343番1,139.554346,35.927982
815,その他施設,土呂町自治会館,その他施設,その他施設,その他施設,会館・自治会館,北区土呂町２丁目84番2,139.636903,35.934852
816,その他施設,本郷会館,その他施設,その他施設,その他施設,会館・自治会館,北区本郷町1122番2,139.626697,35.94409
817,その他施設,宮原町4丁目鍛冶自治会館,その他施設,その他施設,その他施設,会館・自治会館,北区宮原町４丁目106番1,139.607449,35.949672
818,その他施設,上小町自治会館,その他施設,その他施設,その他施設,会館・自治会館,大宮区上小町825番,139.612444,35.899779
819,その他施設,北袋町自治会館,その他施設,その他施設,その他施設,会館・自治会館,大宮区北袋町１丁目190番13,139.641362,35.895273
820,その他施設,東大宮自治会館,その他施設,その他施設,その他施設,会館・自治会館,見沼区東大宮１丁目13番1,139.64125,35.94382
821,その他施設,東大宮２丁目集会所,その他施設,その他施設,その他施設,会館・自治会館,見沼区東大宮２丁目34番8,139.634084,35.947448
822,その他施設,東大宮７丁目自治会館,その他施設,その他施設,その他施設,会館・自治会館,見沼区東大宮７丁目39番1,139.645288,35.944626
823,その他施設,東宮下会館,その他施設,その他施設,その他施設,会館・自治会館,見沼区東宮下１丁目79番2,139.680788,35.929874
824,その他施設,膝子下組会館,その他施設,その他施設,その他施設,会館・自治会館,見沼区大字膝子227番,139.691521,35.915489
825,その他施設,膝子会館,その他施設,その他施設,その他施設,会館・自治会館,見沼区大字膝子528番1,139.685972,35.919986
826,その他施設,八幡会館,その他施設,その他施設,その他施設,会館・自治会館,見沼区大字膝子623番,139.686263,35.92356
827,その他施設,深作会館,その他施設,その他施設,その他施設,会館・自治会館,見沼区深作２丁目7番,139.668083,35.952296
828,その他施設,丸ヶ崎自治会館,その他施設,その他施設,その他施設,会館・自治会館,見沼区丸ヶ崎町27番10,139.652164,35.955106
829,その他施設,秋ヶ瀬集会所,その他施設,その他施設,その他施設,会館・自治会館,桜区新開４丁目2番10,139.61813,35.846456
830,その他施設,大崎集会所,その他施設,その他施設,その他施設,会館・自治会館,緑区大字大崎2954番2,139.709322,35.887421
831,その他施設,ローズ西平自治会館,その他施設,その他施設,その他施設,会館・自治会館,岩槻区大字岩槻5385番2,139.683079,35.962213
832,その他施設,旧職員会館,その他施設,その他施設,その他施設,会館・自治会館,大宮区堀の内町３丁目368番,139.63774,35.917747
833,その他施設,染谷地区内集会所,その他施設,その他施設,その他施設,会館・自治会館,見沼区染谷３丁目402番3,139.68498,35.908926
834,その他施設,穂積コミュニティ会館,その他施設,その他施設,その他施設,会館・自治会館,西区大字峰岸13番,139.557204,35.929309
835,その他施設,桜田自治会連合会集会所,その他施設,その他施設,その他施設,会館・自治会館,桜区桜田２丁目21番1,139.620594,35.850781
836,その他施設,新開第一自治会集会所,その他施設,その他施設,その他施設,会館・自治会館,桜区新開２丁目2番10,139.620069,35.847724
837,その他施設,桜木町１丁目第１自治会館,その他施設,その他施設,その他施設,会館・自治会館,大宮区桜木町１丁目185番2,139.622676,35.903088
838,その他施設,ひつ和自治会集会所,その他施設,その他施設,その他施設,会館・自治会館,桜区田島９丁目30番18,139.620328,35.842631
839,その他施設,職業訓練センター,その他施設,その他施設,その他施設,その他貸付施設,西区大字西遊馬1338番13,139.561273,35.914634
840,その他施設,しらはた作業所,その他施設,その他施設,その他施設,その他貸付施設,南区白幡５丁目11番15,139.649338,35.841092
841,その他施設,福祉施設,その他施設,その他施設,その他施設,その他貸付施設,南区白幡５丁目14番1,139.649238,35.841278
842,その他施設,あみ～ご,その他施設,その他施設,その他施設,その他貸付施設,南区白幡５丁目11番16,139.649371,35.841028
843,その他施設,障害福祉サービス事業所,その他施設,その他施設,その他施設,その他貸付施設,中央区八王子４丁目1番20,139.610659,35.878029
844,その他施設,さいたま市民医療センター,その他施設,その他施設,その他施設,その他貸付施設,西区大字島根299番1,139.598221,35.88182
845,その他施設,コルソ,その他施設,その他施設,その他施設,その他貸付施設,浦和区高砂１丁目12番1,139.65574,35.858374
846,その他施設,大宮ワークプラザ,その他施設,その他施設,その他施設,その他貸付施設,西区大字西遊馬1969番8,139.561772,35.917111
847,その他施設,浦和シルバーワークプラザ,その他施設,その他施設,その他施設,その他貸付施設,南区南浦和３丁目995番2,139.674666,35.84348
848,その他施設,三室シルバーワークプラザ,その他施設,その他施設,その他施設,その他貸付施設,緑区大字三室1137番5,139.67084,35.883835
849,その他施設,シルバー人材センター岩槻事務所,その他施設,その他施設,その他施設,その他貸付施設,岩槻区仲町１丁目14番54,139.701446,35.948897
850,その他施設,シルバー人材センター東岩槻作業所,その他施設,その他施設,その他施設,その他貸付施設,岩槻区諏訪３丁目6番9,139.708092,35.971369
851,その他施設,東岩槻６丁目倉庫,その他施設,その他施設,その他施設,その他貸付施設,岩槻区東岩槻６丁目12番9,139.719219,35.959613
852,その他施設,大宮医師会館,その他施設,その他施設,その他施設,その他貸付施設,北区東大成町２丁目107番,139.620779,35.925434
853,その他施設,旧武蔵浦和支所（ラムザタワーA102事務所）,その他施設,その他施設,その他施設,その他貸付施設,南区沼影１丁目10番1,139.646799,35.844104
854,その他施設,シルバー人材センター下町作業所,その他施設,その他施設,その他施設,その他貸付施設,大宮区下町２丁目46番2,139.628749,35.903578
855,その他施設,障害児通所支援所,その他施設,その他施設,その他施設,その他貸付施設,中央区八王子４丁目1番21,139.61067,35.877898
856,その他施設,岸町防犯ステーション,その他施設,その他施設,その他施設,その他貸付施設,浦和区岸町５丁目1番2,139.654944,35.852314
857,その他施設,岩槻職員住宅,その他施設,その他施設,その他施設,その他貸付施設,岩槻区大字岩槻6210番,139.690791,35.960482
858,その他施設,蓮沼職員住宅A、B棟,その他施設,その他施設,その他施設,その他貸付施設,見沼区大字蓮沼1045番1,139.658473,35.93452
859,その他施設,尾間木防犯ステーション,その他施設,その他施設,その他施設,その他貸付施設,緑区東浦和４丁目33番13,139.70018,35.870556
860,その他施設,公園防犯ステーション,その他施設,その他施設,その他施設,その他貸付施設,大宮区高鼻町４丁目無番地,139.629718,35.916811
861,その他施設,高砂防犯ステーション,その他施設,その他施設,その他施設,その他貸付施設,浦和区高砂３丁目1番20,139.652176,35.857499
862,その他施設,大成防犯ステーション,その他施設,その他施設,その他施設,その他貸付施設,大宮区大成町１丁目151番,139.616366,35.908189
863,その他施設,谷田防犯ステーション,その他施設,その他施設,その他施設,その他貸付施設,南区大字太田窪1712番2,139.676466,35.856241
864,その他施設,農産物直売所,その他施設,その他施設,その他施設,その他貸付施設,緑区大字大崎322番1,139.712628,35.882736
864,その他施設,北浦和インフォメーションセンター,その他施設,その他施設,その他施設,その他施設,浦和区北浦和３丁目3番1,139.645951,35.872566
