種別,避難所等の定義,施設等の名称,住所,lat,lon,読み,地震,洪水,崖崩れ,大規模な火事,指定避難所との重複
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,指扇小学校,埼玉県さいたま市西区西大宮1-49-6,35.92283441,139.573297,サシオウギショウガッコウ,可,２Ｆ以上,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,馬宮東小学校,埼玉県さいたま市西区大字西遊馬189-1,35.90391861,139.571323,マミヤヒガシショウガッコウ,可,不可,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,馬宮西小学校,埼玉県さいたま市西区大字飯田新田189-2,35.88621385,139.5593925,マミヤニシショウガッコウ,可,３Ｆ以上,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,植水小学校,埼玉県さいたま市西区大字中野林225-1,35.89444688,139.5948369,ウエミズショウガッコウ,可,３Ｆ以上,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,大宮西小学校,埼玉県さいたま市西区三橋5-1359,35.90422715,139.5904575,オオミヤニシショウガッコウ,可,２Ｆ以上,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,栄小学校,埼玉県さいたま市西区大字飯田811,35.90687982,139.5830284,サカエショウガッコウ,可,３Ｆ以上,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,宮前小学校,埼玉県さいたま市西区宮前町341,35.92300185,139.5947462,ミヤマエショウガッコウ,可,２Ｆ以上,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,指扇北小学校,埼玉県さいたま市西区大字中釘1506-1,35.93357649,139.571891,サシオウギキタショウガッコウ,可,２Ｆ以上,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,指扇中学校,埼玉県さいたま市西区西大宮3-31-1,35.92764846,139.576683,サシオウギチュウガッコウ,可,可,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,馬宮中学校,埼玉県さいたま市西区大字二ツ宮589-1,35.89871378,139.5799737,マミヤチュウガッコウ,可,３Ｆ以上,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,大宮西中学校,埼玉県さいたま市西区三橋6-1558,35.92009529,139.59074,オオミヤニシチュウガッコウ,可,可,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,宮前中学校,埼玉県さいたま市西区宮前町1467-1,35.92975997,139.5981629,ミヤマエチュウガッコウ,可,２Ｆ以上,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,植水中学校,埼玉県さいたま市西区大字三条町345-1,35.88689659,139.5838512,ウエミズチュウガッコウ,可,３Ｆ以上,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,土屋中学校,埼玉県さいたま市西区大字土屋1766-1,35.9117327,139.5713233,ツチヤチュウガッコウ,可,３Ｆ以上,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,県立大宮光陵高等学校,埼玉県さいたま市西区大字中野林145,35.89470937,139.5894314,ケンリツオオミヤコウリョウコウトウガッコウ,可,３Ｆ以上,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,県立大宮南高等学校,埼玉県さいたま市西区大字植田谷本793,35.88823121,139.5897208,ケンリツオオミヤミナミコウトウガッコウ,可,３Ｆ以上,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,県立大宮武蔵野高等学校,埼玉県さいたま市西区大字西遊馬1601,35.9094594,139.5604624,ケンリツオオミヤムサシノコウトウガッコウ,可,不可,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,県立大宮北特別支援学校,埼玉県さいたま市西区中釘後谷2290-1,35.94321217,139.5739819,ケンリツオオミヤキタトクベツシエンガッコウ,可,不可,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,西遊馬公園,埼玉県さいたま市西区西遊馬3433-1外,35.90459918,139.5608514,ニシアスマコウエン,可,不可,可,可,
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,三橋総合公園,埼玉県さいたま市西区三橋5-190,35.913188,139.5959882,ミハシソウゴウコウエン,可,不可,可,可,
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,鴨川みずべの里,埼玉県さいたま市西区大字水判土109-1,35.89727153,139.5972249,カモガワミズベノサト,可,不可,可,,
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,宝来運動公園,埼玉県さいたま市西区大字宝来2022-1,35.9333318,139.5507293,ホウライウンドウコウエン,可,不可,可,,
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,秋葉の森総合公園,埼玉県さいたま市西区大字中釘1241-1先,35.93604214,139.5654708,アキバノモリソウゴウコウエン,可,不可,可,可,
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,埼玉栄中学・高等学校,埼玉県さいたま市西区西大宮3-11-1,35.92553036,139.5775675,サイタマサカエチュウガクコウトウガッコウ,可,不可,可,,
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,東大成小学校,埼玉県さいたま市北区東大成町2-12,35.92493692,139.6187689,ヒガシオオナリショウガッコウ,可,可,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,日進小学校,埼玉県さいたま市北区日進町2-911,35.92522957,139.6074386,ニッシンショウガッコウ,可,可,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,日進北小学校,埼玉県さいたま市北区日進町3-178,35.9369061,139.6041502,ニッシンキタショウガッコウ,可,可,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,宮原小学校,埼玉県さいたま市北区宮原町4-102-6,35.94910214,139.6061345,ミヤハラショウガッコウ,可,可,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,植竹小学校,埼玉県さいたま市北区植竹町2-1,35.92977525,139.6259017,ウエタケショウガッコウ,可,可,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,大砂土小学校,埼玉県さいたま市北区本郷町1,35.93753901,139.6268548,オオサトショウガッコウ,可,可,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,大宮別所小学校,埼玉県さいたま市北区別所町42-1,35.9549355,139.5974316,オオミヤベッショ,可,可,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,泰平小学校,埼玉県さいたま市北区今羽町628,35.95004794,139.6262171,タイヘイショウガッコウ,可,不可,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,つばさ小学校,埼玉県さいたま市北区宮原町3-902-4,35.93340902,139.6103765,ツバサショウガッコウ,可,可,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,日進中学校,埼玉県さいたま市北区櫛引町2-503-1,35.92149217,139.6099392,ニッシンチュウガッコウ,可,可,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,宮原中学校,埼玉県さいたま市北区宮原町4-129,35.9518634,139.6050018,ミヤハラチュウガッコウ,可,可,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,植竹中学校,埼玉県さいたま市北区土呂町352,35.93394127,139.626955,ウエタケチュウガッコウ,可,可,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,泰平中学校,埼玉県さいたま市北区本郷町1991,35.9486649,139.6269344,タイヘイチュウガッコウ,可,不可,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,土呂中学校,埼玉県さいたま市北区見沼3-75,35.93880644,139.6371754,トロチュウガッコウ,可,不可,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,大宮北高等学校,埼玉県さいたま市北区奈良町91-1,35.94591026,139.6002462,オオミヤキタコウトウガッコウ,可,可,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,県立大宮工業高等学校,埼玉県さいたま市北区本郷町1970,35.94799233,139.6279437,ケンリツオオミヤコウギョウコウトウガッコウ,可,不可,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,県立大宮中央高等学校,埼玉県さいたま市北区櫛引町2-499-1,35.91948833,139.6101805,ケンリツオオミヤチュウオウコウトウガッコウ,可,可,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,県立大宮ろう学園,埼玉県さいたま市北区植竹町2-68,35.93146915,139.625607,ケンリツオオミヤロウガクエン,可,可,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,日進公園,埼玉県さいたま市北区日進町1-311,35.92190343,139.6041487,ニッシンコウエン,可,可,可,,
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,番場公園,埼玉県さいたま市北区日進町2-1435-1,35.93300846,139.5991452,バンバコウエン,可,不可,可,,
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,うねうね公園,埼玉県さいたま市北区日進町2-1916-3,35.93462605,139.6090266,ウネウネコウエン,可,可,可,,
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,市民の森・見沼グリーンセンター,埼玉県さいたま市北区見沼2-94,35.93211789,139.6381546,シミンノモリ・ミヌマグリーンセンター,可,可,可,可,
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,きたまちしましま公園,埼玉県さいたま市北区宮原町1-859,35.93164111,139.6225466,キタマチシマシマコウエン,可,可,可,,
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,宮原公園・宮原南公園,埼玉県さいたま市北区宮原町2-79、2-73-1,35.94148418,139.6174468,ミヤハラコウエン・ミヤハラミナミコウエン,可,可,可,,
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,東宮原ぼうさい広場,埼玉県さいたま市北区宮原町2-125-1,35.942698,139.6194405,ヒガシミヤハラボウサイヒロバ,可,可,可,,
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,松原公園,埼玉県さいたま市北区宮原町4-42,35.94646187,139.6146034,マツバラコウエン,可,可,可,,
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,前谷公園,埼玉県さいたま市北区吉野町1-8-5、1-7-1,35.94757138,139.6187656,マエタニコウエン,可,可,可,,
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,吉野公園,埼玉県さいたま市北区吉野町1-379-1,35.95279,139.61237,ヨシノコウエン,可,可,可,,
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,つつじヶ丘公園,埼玉県さいたま市北区吉野町2-213,35.95846406,139.6051916,ツツジガオカコウエン,可,可,可,,
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,土呂公園,埼玉県さいたま市北区土呂町1-42,35.9348,139.63092,トロコウエン,可,可,可,,
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,本郷第１公園,埼玉県さいたま市北区本郷町890-1,35.94677376,139.6234114,ホンゴウダイイチコウエン,可,不可,可,,
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,三貫清水緑地,埼玉県さいたま市北区奈良町57-1,35.94203107,139.6001925,サンカンシミズリョクチ,可,不可,可,,
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,農業機械研究部門,埼玉県さいたま市北区日進町1-40-2,35.91686169,139.6042906,ノウギョウキカイケンキュウブモン,可,可,可,可,
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,大宮小学校,埼玉県さいたま市大宮区大門町3-3,35.90661267,139.6297532,オオミヤショウガッコウ,可,可,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,大宮東小学校,埼玉県さいたま市大宮区堀の内町3-145,35.91404229,139.6358921,オオミヤヒガシショウガッコウ,可,可,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,大宮南小学校,埼玉県さいたま市大宮区吉敷町3-87,35.90061651,139.6338588,オオミヤミナミショウガッコウ,可,可,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,大宮北小学校,埼玉県さいたま市大宮区宮町3-84,35.91192522,139.6272421,オオミヤキタショウガッコウ,可,可,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,桜木小学校,埼玉県さいたま市大宮区桜木町4-328-9,35.90340838,139.6171378,サクラギショウガッコウ,可,不可,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,三橋小学校,埼玉県さいたま市大宮区三橋2-20,35.90375307,139.6047356,ミハシショウガッコウ,可,可,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,大成小学校,埼玉県さいたま市大宮区大成町2-282,35.91454818,139.6137674,オオナリショウガッコウ,可,可,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,芝川小学校,埼玉県さいたま市大宮区天沼町2-1077,35.90511178,139.644726,シバカワショウガッコウ,可,不可,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,上小小学校,埼玉県さいたま市大宮区上小町1337-1,35.89653949,139.6167417,カミコショウガッコウ,可,可,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,大宮東中学校,埼玉県さいたま市大宮区堀の内町1-99,35.90812015,139.6346986,オオミヤヒガシチュウガッコウ,可,可,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,大宮南中学校,埼玉県さいたま市大宮区天沼町2-362,35.89906582,139.6365612,オオミヤミナミチュウガッコウ,可,可,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,大宮北中学校,埼玉県さいたま市大宮区寿能町1-21,35.92154552,139.6327926,オオミヤキタチュウガッコウ,可,可,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,桜木中学校,埼玉県さいたま市大宮区桜木町4-219,35.90532862,139.6164799,サクラギチュウガッコウ,可,不可,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,三橋中学校,埼玉県さいたま市大宮区三橋1-1300,35.90484885,139.6022751,ミハシチュウガッコウ,可,２Ｆ以上,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,大成中学校,埼玉県さいたま市大宮区大成町2-379,35.91306243,139.6128929,オオナリチュウガッコウ,可,可,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,第二東中学校,埼玉県さいたま市大宮区天沼町1-760,35.90902246,139.6449913,ダイニヒガシチュウガッコウ,可,不可,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,大宮国際中等教育学校,埼玉県さいたま市大宮区三橋4-96,35.89618927,139.5990059,オオミヤコクサイチュウトウキョウイクガッコウ,可,２Ｆ以上,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,県立大宮高等学校,埼玉県さいたま市大宮区天沼町2-323,35.90007673,139.6367261,ケンリツオオミヤコウトウガッコウ,可,可,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,合併記念見沼公園,埼玉県さいたま市大宮区天沼町1-941外,35.9057833,139.6475484,ガッペイキネンミヌマコウエン,可,不可,可,,
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,大平公園,埼玉県さいたま市大宮区三橋1-55,35.90905735,139.605607,オオダイラコウエン,可,可,可,,
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,大宮公園,埼玉県さいたま市大宮区高鼻町、寿能町、堀の内町、見沼区大和田町地内,35.91853144,139.631669,オオミヤコウエン,可,可,可,可,
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,大宮第二公園,埼玉県さいたま市大宮区寿能町、見沼区大和田町地内,35.91842718,139.6407885,オオミヤダイニコウエン,可,不可,可,可,
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,大宮第三公園,埼玉県さいたま市大宮区堀の内町地内,35.91519488,139.6423764,オオミヤダイサンコウエン,可,不可,可,可,
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,大和田公園,埼玉県さいたま市大宮区寿能町、見沼区大和田町外,35.92142659,139.641165,オオワダコウエン,可,不可,可,可,
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,さいたま新都心公園,埼玉県さいたま市大宮区北袋町1丁目190-24、1丁目297-5,35.893271,139.639155,サイタマシントシンコウエン,可,可,可,,
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,氷川緑地,埼玉県さいたま市大宮区高鼻町1、2丁目、大門町3丁目、東町2丁目地内,35.90894842,139.6308326,ヒカワリョクチ,可,可,可,,
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,天沼緑地,埼玉県さいたま市大宮区天沼町1-676-1,35.91030586,139.6449725,アマヌマリョクチ,可,不可,可,,
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,大砂土東小学校,埼玉県さいたま市見沼区大和田町2-998,35.93744315,139.646651,オオサトヒガシショウガッコウ,可,可,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,見沼小学校,埼玉県さいたま市見沼区東大宮2-45,35.94880195,139.6325794,ミヌマショウガッコウ,可,２Ｆ以上,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,片柳小学校,埼玉県さいたま市見沼区大字東新井244-1,35.91063345,139.6705108,カタヤナギショウガッコウ,可,可,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,七里小学校,埼玉県さいたま市見沼区大字東宮下312,35.92919715,139.6761076,ナナサトショウガッコウ,可,可,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,春岡小学校,埼玉県さいたま市見沼区春岡2-29-1,35.94947455,139.6619557,ハルオカショウガッコウ,可,可,可,,あり
指定緊急避難場所,災害の危険から命を守るために緊急的に避難する場所,蓮沼小学校,埼玉県さいたま市見沼区大字蓮沼1070,35.93432128,139.6604916,ハスヌマショウガッコウ,可,可,可,,あり
